payload,label,type
"start_temp_report,0",malicious,temp_error
"run_cmd,ADD -33 -284",benign,math
"run_cmd,ADD 45 10 -39",malicious,cmd_parse_error
"run_cmd,SUB -966 289",benign,math
"start_temp_report,60",benign,temp
"run_cmd,echo done",benign,echo
"run_cmd,SUB -420 -383",benign,math
"run_cmd,SUB -99 X",malicious,cmd_parse_error
"run_cmd,SUB -30 -51 -98",malicious,cmd_parse_error
"run_cmd,echo hello; rm -rf /",malicious,cmdi
"run_cmd,echo hello world",benign,echo
"run_cmd,ADD -225 -45",benign,math
"run_cmd,echo hello world",benign,echo
"run_cmd,echo ok && echo hacked",malicious,cmdi
"start_temp_report,abc",malicious,temp_error
"run_cmd,SUB 70 -47 52",malicious,cmd_parse_error
"run_cmd,SUB -36 X",malicious,cmd_parse_error
"run_cmd,echo device ready",benign,echo
"start_temp_report,1",benign,temp
"run_cmd,echo ok && echo hacked",malicious,cmdi
"echo,done",benign,echo
"run_cmd,ADD 54 X",malicious,cmd_parse_error
"run_cmd,AD -90 -56",malicious,cmd_parse_error
"run_cmd,SUB -365 -55",benign,math
"echo,hello world",benign,echo
"echo,system ok",benign,echo
"run_cmd,echo temperature normal",benign,echo
"run_cmd,ADD -43 1.5",malicious,cmd_parse_error
"eco,ADD -19 -6",malicious,cmd_parse_error
"run_cmd,SUB 39 1.5",malicious,cmd_parse_error
"run_cmd,echo device ready",benign,echo
"run_cmd,SUB 0 -26 -24",malicious,cmd_parse_error
"run_cmd,SUB 987 7",benign,math
"start_temp_report,1.5",malicious,temp_error
"run_cmd,echo user `whoami`",malicious,cmdi
"echo,device ready",benign,echo
"run_cmd,ADD 295 -125",benign,math
"start_temp_report,10",benign,temp
"run_cmd,SUB 35 -91 58",malicious,cmd_parse_error
"run_cmd,ADD -468 -218",benign,math
"run_cmd,echo abc123",benign,echo
"run_cmd,SUB 622 -857",benign,math
"run_cmd,SUB -28 X",malicious,cmd_parse_error
"run_cmd,echo done",benign,echo
"run_cmd,echo user `whoami`",malicious,cmdi
"echo,<script>alert(1)</script>",malicious,cmdi
"run_cmd,SUB -34 1.5",malicious,cmd_parse_error
"start_temp_report,abc",malicious,temp_error
"run_cmd,SUB 205 956",benign,math
"echo,done",benign,echo
"echo,temperature normal",benign,echo
"run_cmd,ADDd 64 44",malicious,cmd_parse_error
"run_cmd,SUB -17 6 -75",malicious,cmd_parse_error
"rn_cmd,ADD 12 3",malicious,cmd_parse_error
"run_cmd,ADD 12 -58 95",malicious,cmd_parse_error
"run_cmd,echo temperature normal",benign,echo
"run_cmd,echo abc123",benign,echo
"run_cmd,ADD 664 -527",benign,math
"run_cmd,ADD -171 -249",benign,math
"run_cmd,AD -86 -88",malicious,cmd_parse_error
"run_cmd,SUBB -20 -66",malicious,cmd_parse_error
"run_cmd,ADD 92 -85 -77",malicious,cmd_parse_error
"run_cmd,ADD -62 1.5",malicious,cmd_parse_error
"start_temp_report,1",benign,temp
"rn_cmd,ADD 21 -44",malicious,cmd_parse_error
"echo,abc123",benign,echo
"echo,hello world",benign,echo
"echo,<img src=x onerror=alert(1)>",malicious,cmdi
"run_cmd,echo system ok",benign,echo
"run_cmd,echo ping 8.8.8.8 && reboot",malicious,cmdi
"start_temp_report,5",benign,temp
"echo,value > /tmp/leak",malicious,cmdi
"run_cmd,SUB 983 -833",benign,math
"start_temp_report,abc",benign,temp
"ech,ADD -4 -22",malicious,cmd_parse_error
"run_cmd,echo system ok",benign,echo
"echo,device ready",benign,echo
"start_temp_report,5",benign,temp
"run_cmd,echo system ok",benign,echo
"run_cmd,echo status | cat /etc/passwd",malicious,cmdi
"run_cmd,ADD -11 X",malicious,cmd_parse_error
"start_temp_report,1",benign,temp
"run_cmd,SUB 15 X",malicious,cmd_parse_error
"run_cmd,ADD 734 415",benign,math
"start_temp_report,10",benign,temp
"eco,ADD 0 43",malicious,cmd_parse_error
"run_cmd,ADD -881 -129",benign,math
"run_cmd,ADD 31 X",malicious,cmd_parse_error
"run_cmd,SUB 941 982",benign,math
"run_cmd,ADD 77 63 -2",malicious,cmd_parse_error
"run_cmd,echo device ready",benign,echo
"run_cmd,echo hello world",benign,echo
"run_cmd,echo hello; rm -rf /",malicious,cmdi
"echo,temperature normal",benign,echo
"run_cmd,ADD 40 22 22",malicious,cmd_parse_error
"echo,done",benign,echo
"run_cmd,echo user `whoami`",malicious,cmdi
"run_cmd,echo ok && echo hacked",malicious,cmdi
"run_cmd,echo ok && echo hacked",malicious,cmdi
"run_cmd,ADD 921 -878",benign,math
"echo,abc123",benign,echo
"run_cmd,echo ping 8.8.8.8 && reboot",malicious,cmdi
"run_cmd,echo ping 8.8.8.8 && reboot",malicious,cmdi
"run_cmd,SUB 222 -205",benign,math
"rn_cmd,ADD 43 18",malicious,cmd_parse_error
"run_cmd,ADD 831 323",benign,math
"run_cmd,ADD -116 16",benign,math
"echo,abc123",benign,echo
"run_cmd,SUB 74 abc",malicious,cmd_parse_error
"run_cmd,ADD -75 -10 69",malicious,cmd_parse_error
"start_temp_report,-3",malicious,temp_error
"run_cmd,ADD 95 X",malicious,cmd_parse_error
"rn_cmd,ADD 39 -6",malicious,cmd_parse_error
"run_cmd,ADD -847 -605",benign,math
"run_cmd,echo done",benign,echo
"run_cmd,echo status | cat /etc/passwd",malicious,cmdi
"run_cmd,echo device ready",benign,echo
"run_cmd,ADD 13 NaN",malicious,cmd_parse_error
"run_cmd,echo abc123",benign,echo
"echo,done",benign,echo
"run_cmd,ADD -993 -114",benign,math
"run_cmd,SUB -58 -98 -47",malicious,cmd_parse_error
"run_cmd,echo ping 8.8.8.8 && reboot",malicious,cmdi
"runcmd,ADD 17 0",malicious,cmd_parse_error
"start_temp_report,5",benign,temp
"run_cmd,ADD -74 X",malicious,cmd_parse_error
"echo,hello world",benign,echo
"echo,temperature normal",benign,echo
"run_cmd,echo device ready",benign,echo
"run_cmd,ADD 742 974",benign,math
"run_cmd,SUB -43 38 -56",malicious,cmd_parse_error
"echo,hello world",benign,echo
"run_cmd,echo hello world",benign,echo
"run_cmd,echo ping 8.8.8.8 && reboot",malicious,cmdi
"run_cmd,echo ping 8.8.8.8 && reboot",malicious,cmdi
"start_temp_report,NaN",malicious,temp_error
"echo,hello world",benign,echo
"echo,hello world",benign,echo
"start_temp_report,10",benign,temp
"start_temp_report,abc",malicious,temp_error
"run_cmd,SUB 44 NaN",malicious,cmd_parse_error
"run_cmd,ADD 59 abc",malicious,cmd_parse_error
"start_temp_report,NaN",malicious,temp_error
"runcmd,ADD -47 11",malicious,cmd_parse_error
"run_cmd,ADD -100 abc",malicious,cmd_parse_error
"echo,temperature normal",benign,echo
"run_cmd,echo hello world",benign,echo
"run_cmd,SUB -76 X",malicious,cmd_parse_error
"start_temp_report,60",benign,temp
"run_cmd,SUB 67 NaN",malicious,cmd_parse_error
"run_cmd,SUB -944 -197",benign,math
"run_cmd,echo user `whoami`",malicious,cmdi
"run_cmd,echo system ok",benign,echo
"run_cmd,ADD 589 839",benign,math
"run_cmd,ADD 92 -71 -19",malicious,cmd_parse_error
"run_cmd,ADD 751 168",benign,math
"run_cmd,SUB 946 375",benign,math
"echo,value > /tmp/leak",malicious,cmdi
"start_temp_report,-1",malicious,temp_error
"run_cmd,ADD 600 682",benign,math
"echo,value > /tmp/leak",malicious,cmdi
"echo,done",benign,echo
"echo,system ok",benign,echo
"start_temp_report,1.5",malicious,temp_error
"echo,done",benign,echo
"echo,hello world",benign,echo
"run_cmd,ADD -836 -104",benign,math
"eco,ADD 18 21",malicious,cmd_parse_error
"run_cmd,ADD -41 abc",malicious,cmd_parse_error
"run_cmd,echo temperature normal",benign,echo
"run_cmd,echo system ok",benign,echo
"run_cmd,echo hello world",benign,echo
"run_cmd,SUB 44 NaN",malicious,cmd_parse_error
"run_cmd,ADD 615 -316",benign,math
"run_cmd,SUB 100 X",malicious,cmd_parse_error
"run_cmd,SUB 34 -53 1",malicious,cmd_parse_error
"run_cmd,ADD 212 -953",benign,math
"run_cmd,SUM -4 -21",malicious,cmd_parse_error
"start_temp_report,10",benign,temp
"run_cmd,echo system ok",benign,echo
"echo,system ok",benign,echo
"run_cmd,SUB 75 97 71",malicious,cmd_parse_error
"start_temp_report,1.5",malicious,temp_error
"run_cmd,SUB -80 -78 -79",malicious,cmd_parse_error
"run_cmd,ADD -71 33 -79",malicious,cmd_parse_error
"run_cmd,ADD -16 23 19",malicious,cmd_parse_error
"start_temp_report,1.5",malicious,temp_error
"run_cmd,ADD 243 -998",benign,math
"echo,done",benign,echo
"echo,done",benign,echo
"echo,system ok",benign,echo
"echo,temperature normal",benign,echo
"start_temp_report,xyz",benign,temp
"run_cmd,echo system ok",benign,echo
"run_cmd,SUB -720 47",benign,math
"run_cmd,SUB -79 524",benign,math
"run_cmd,echo temperature normal",benign,echo
"run_cmd,ADD 270 -111",benign,math
"run_cmd,ADD -40 abc",malicious,cmd_parse_error
"run_cmd,SUBB -91 40",malicious,cmd_parse_error
"run_cmd,SUB 24 X",malicious,cmd_parse_error
"run_cmd,ADD -97 -46 38",malicious,cmd_parse_error
"eco,ADD 0 43",malicious,cmd_parse_error
"run_cmd,echo ping 8.8.8.8 && reboot",malicious,cmdi
"start_temp_report,NaN",malicious,temp_error
"run_cmd,SUB -639 -756",benign,math
"run_cmd,SUB 76 -327",benign,math
"echo,name=$USER; id",malicious,cmdi
"run_cmd,ADD -180 13",benign,math
"run_cmd,SUB 58 abc",malicious,cmd_parse_error
"run_cmd,echo temperature normal",benign,echo
"run_cmd,ADD 47 184",benign,math
"echo,hello world",benign,echo
"run_cmd,echo done",benign,echo
"start_temp_report,5",benign,temp
"run_cmd,PLUS 59 84",malicious,cmd_parse_error
"run_cmd,SUB 70 12 -94",malicious,cmd_parse_error
"start_temp_report,xyz",benign,temp
"run_cmd,echo ping 8.8.8.8 && reboot",malicious,cmdi
"run_cmd,SUB -691 280",benign,math
"run_cmd,echo ping 8.8.8.8 && reboot",malicious,cmdi
"run_cmd,echo system ok",benign,echo
"run_cmd,echo hello world",benign,echo
"run_cmd,SUB -803 878",benign,math
"run_cmd,SUB 42 76 -32",malicious,cmd_parse_error
"run_cmd,SU -44 -76",malicious,cmd_parse_error
"run_cmd,ADD 72 X",malicious,cmd_parse_error
"run_cmd,SUB -845 411",benign,math
"run_cmd,SUB 33 1.5",malicious,cmd_parse_error
"echo,hi && shutdown now",malicious,cmdi
"echo,system ok",benign,echo
"echo,system ok",benign,echo
"echo,value > /tmp/leak",malicious,cmdi
"run_cmd,ADD -869 -551",benign,math
"echo,name=$USER; id",malicious,cmdi
"run_cmd,SUB -75 -10 69",malicious,cmd_parse_error
"echo,value > /tmp/leak",malicious,cmdi
"run_cmd,SUB -43 -55 52",malicious,cmd_parse_error
"run_cmd,echo ping 8.8.8.8 && reboot",malicious,cmdi
"echo,hi && shutdown now",malicious,cmdi
"run_cmd,ADD 816 -753",benign,math
"run_cmd,ADD 94 X",malicious,cmd_parse_error
"echo,name=$USER; id",malicious,cmdi
"run_cmd,ADD -79 -36 65",malicious,cmd_parse_error
"ech,ADD -13 24",malicious,cmd_parse_error
"run_cmd,ADD -50 14 -20",malicious,cmd_parse_error
"echo,temperature normal",benign,echo
"run_cmd,ADD -59 NaN",malicious,cmd_parse_error
"start_temp_report,abc",benign,temp
"run_cmd,SUB 16 abc",malicious,cmd_parse_error
"run_cmd,ADD 86 X",malicious,cmd_parse_error
"echo,temperature normal",benign,echo
"echo,hello world",benign,echo
"start_temp_report,-3",malicious,temp_error
"run_cmd,ADD -607 382",benign,math
"echo,<script>alert(1)</script>",malicious,cmdi
"run_cmd,SUBB -69 -76",malicious,cmd_parse_error
"echo,<script>alert(1)</script>",malicious,cmdi
"run_cmd,ADD 14 abc",malicious,cmd_parse_error
"run_cmd,echo abc123",benign,echo
"run_cmd,SUB 486 -436",benign,math
"start_temp_report,5",benign,temp
"start_temp_report,1",benign,temp
"run_cmd,PLUS 41 -66",malicious,cmd_parse_error
"start_temp_report,abc",benign,temp
"run_cmd,ADD -647 -617",benign,math
"run_cmd,echo ping 8.8.8.8 && reboot",malicious,cmdi
"run_cmd,SUB 62 X",malicious,cmd_parse_error
"start_temp_report,1",benign,temp
"start_temp_report,60",benign,temp
"run_cmd,SUB 55 359",benign,math
"echo,device ready",benign,echo
"run_cmd,ADD 29 -80 -41",malicious,cmd_parse_error
"run_cmd,SUB 57 1.5",malicious,cmd_parse_error
"start_temp_report,60",benign,temp
"start_temp_report,abc",malicious,temp_error
"run_cmd,SUB 97 -36 -7",malicious,cmd_parse_error
"start_temp_report,60",benign,temp
"run_cmd,PLUS -31 -2",malicious,cmd_parse_error
"run_cmd,ADD 9 X",malicious,cmd_parse_error
"run_cmd,SUB -30 abc",malicious,cmd_parse_error
"echo,abc123",benign,echo
"run_cmd,ADD 223 -65",benign,math
"run_cmd,echo system ok",benign,echo
"run_cmd,echo ok && echo hacked",malicious,cmdi
"echo,temperature normal",benign,echo
"run_cmd,SU -37 -38",malicious,cmd_parse_error
"run_cmd,SUB 393 -440",benign,math
"start_temp_report,60",benign,temp
"run_cmd,SUB 151 910",benign,math
"run_cmd,SUB -50 abc",malicious,cmd_parse_error
"echo,hello world",benign,echo
"eco,ADD 41 -29",malicious,cmd_parse_error
"echo,<script>alert(1)</script>",malicious,cmdi
"run_cmd,echo hello world",benign,echo
"run_cmd,ADD -65 -9 -31",malicious,cmd_parse_error
"echo,value > /tmp/leak",malicious,cmdi
"runcmd,ADD -18 26",malicious,cmd_parse_error
"run_cmd,ADD -98 -49 90",malicious,cmd_parse_error
"run_cmd,SUB 510 758",benign,math
"echo,value > /tmp/leak",malicious,cmdi
"run_cmd,SUB 95 -880",benign,math
"run_cmd,echo abc123",benign,echo
"run_cmd,ADD -169 634",benign,math
"start_temp_report,60",benign,temp
"echo,temperature normal",benign,echo
"run_cmd,echo device ready",benign,echo
"run_cmd,echo done",benign,echo
"run_cmd,echo device ready",benign,echo
"start_temp_report,-3",malicious,temp_error
"run_cmd,ADD 22 abc",malicious,cmd_parse_error
"start_temp_report,1.5",malicious,temp_error
"run_cmd,ADD -308 871",benign,math
"run_cmd,ADD 43 NaN",malicious,cmd_parse_error
"start_temp_report,-1",malicious,temp_error
"run_cmd,ADD 37 1.5",malicious,cmd_parse_error
"run_cmd,SUB -762 -846",benign,math
"start_temp_report,-3",malicious,temp_error
"run_cmd,ADD -765 -204",benign,math
"run_cmd,ADD -98 NaN",malicious,cmd_parse_error
"run_cmd,ADD 32 34 -76",malicious,cmd_parse_error
"run_cmd,SUB 11 abc",malicious,cmd_parse_error
"start_temp_report,5",benign,temp
"start_temp_report,xyz",benign,temp
"run_cmd,ADD 95 NaN",malicious,cmd_parse_error
"echo,value > /tmp/leak",malicious,cmdi
"echo,done",benign,echo
"run_cmd,ADD 51 NaN",malicious,cmd_parse_error
"run_cmd,SUB 43 X",malicious,cmd_parse_error
"run_cmd,SUB -34 -55 -42",malicious,cmd_parse_error
"run_cmd,ADD 148 -431",benign,math
"start_temp_report,60",benign,temp
"run_cmd,SUB -608 361",benign,math
"start_temp_report,-1",malicious,temp_error
"run_cmd,ADD 191 599",benign,math
"run_cmd,echo system ok",benign,echo
"run_cmd,echo status | cat /etc/passwd",malicious,cmdi
"echo,hello world",benign,echo
"run_cmd,ADD 90 1.5",malicious,cmd_parse_error
"run_cmd,echo hello world",benign,echo
"runcmd,ADD -47 36",malicious,cmd_parse_error
"run_cmd,echo temperature normal",benign,echo
"start_temp_report,NaN",malicious,temp_error
"run_cmd,ADD 144 331",benign,math
"run_cmd,echo ok && echo hacked",malicious,cmdi
"run_cmd,SUB -49 -40 -51",malicious,cmd_parse_error
"run_cmd,echo system ok",benign,echo
"echo,temperature normal",benign,echo
"run,ADD 27 -50",malicious,cmd_parse_error
"run_cmd,echo abc123",benign,echo
"echo,temperature normal",benign,echo
"run_cmd,echo hello; rm -rf /",malicious,cmdi
"run_cmd,echo ping 8.8.8.8 && reboot",malicious,cmdi
"echo,done",benign,echo
"echo,temperature normal",benign,echo
"run_cmd,SUB -90 -831",benign,math
"run_cmd,ADD 23 -30 -48",malicious,cmd_parse_error
"run_cmd,ADD 481 915",benign,math
"run_cmd,SUB -59 1.5",malicious,cmd_parse_error
"run_cmd,SUB -59 -91 -83",malicious,cmd_parse_error
"start_temp_report,xyz",benign,temp
"echo,abc123",benign,echo
"run_cmd,echo done",benign,echo
"run_cmd,SUB -63 X",malicious,cmd_parse_error
"run_cmd,SUB 835 -757",benign,math
"echo,hello world",benign,echo
"run_cmd,SUB 41 abc",malicious,cmd_parse_error
"run_cmd,ADD 50 1.5",malicious,cmd_parse_error
"run_cmd,SUB -279 94",benign,math
"run_cmd,echo temperature normal",benign,echo
"start_temp_report,xyz",benign,temp
"run_cmd,ADD 117 -909",benign,math
"ech,ADD 4 34",malicious,cmd_parse_error
"run_cmd,ADD -21 X",malicious,cmd_parse_error
"run_cmd,SUM -20 53",malicious,cmd_parse_error
"run_cmd,SUB 361 771",benign,math
"run_cmd,SUB -665 -250",benign,math
"run_cmd,ADD 747 -146",benign,math
"run_cmd,echo status | cat /etc/passwd",malicious,cmdi
"run_cmd,ADD -62 abc",malicious,cmd_parse_error
"runcmd,ADD 12 -46",malicious,cmd_parse_error
"run_cmd,SUB 95 NaN",malicious,cmd_parse_error
"run_cmd,echo hello world",benign,echo
"echo,hello world",benign,echo
"run_cmd,ADD 91 abc",malicious,cmd_parse_error
"run_cmd,ADD -64 X",malicious,cmd_parse_error
"run_cmd,echo done",benign,echo
"run_cmd,SUB -126 -822",benign,math
"run_cmd,echo ping 8.8.8.8 && reboot",malicious,cmdi
"start_temp_report,xyz",benign,temp
"run_cmd,ADD -99 NaN",malicious,cmd_parse_error
"run_cmd,SUB 32 -50 76",malicious,cmd_parse_error
"run_cmd,SUBB 71 93",malicious,cmd_parse_error
"run_cmd,SUB -13 NaN",malicious,cmd_parse_error
"run_cmd,ADD 95 X",malicious,cmd_parse_error
"run_cmd,ADD -670 278",benign,math
"start_temp_report,xyz",benign,temp
"run_cmd,echo done",benign,echo
"run_cmd,ADDd -49 -32",malicious,cmd_parse_error
"run_cmd,echo system ok",benign,echo
"run_cmd,echo system ok",benign,echo
"run_cmd,SUB 79 1.5",malicious,cmd_parse_error
"echo,done",benign,echo
"start_temp_report,0",malicious,temp_error
"run_cmd,SUB 788 67",benign,math
"eco,ADD -29 14",malicious,cmd_parse_error
"start_temp_report,abc",malicious,temp_error
"echo,<img src=x onerror=alert(1)>",malicious,cmdi
"echo,temperature normal",benign,echo
"run_cmd,echo hello; rm -rf /",malicious,cmdi
"echo,<script>alert(1)</script>",malicious,cmdi
"run_cmd,echo device ready",benign,echo
"start_temp_report,0",malicious,temp_error
"echo,abc123",benign,echo
"run_cmd,SUB -883 108",benign,math
"run_cmd,echo abc123",benign,echo
"echo,<script>alert(1)</script>",malicious,cmdi
"run_cmd,SUB -99 abc",malicious,cmd_parse_error
"run_cmd,SUB 413 -154",benign,math
"run_cmd,SUB 51 36 53",malicious,cmd_parse_error
"echo,value > /tmp/leak",malicious,cmdi
"start_temp_report,1",benign,temp
"run_cmd,SUB 57 -17 71",malicious,cmd_parse_error
"run_cmd,ADD 63 1.5",malicious,cmd_parse_error
"run_cmd,ADD 18 -45 95",malicious,cmd_parse_error
"run_cmd,SUB 671 893",benign,math
"echo,hi && shutdown now",malicious,cmdi
"start_temp_report,-1",malicious,temp_error
"ech,ADD -40 13",malicious,cmd_parse_error
"start_temp_report,5",benign,temp
"start_temp_report,abc",benign,temp
"rn_cmd,ADD 16 34",malicious,cmd_parse_error
"echo,name=$USER; id",malicious,cmdi
"run_cmd,echo system ok",benign,echo
"run_cmd,ADD 940 377",benign,math
"run_cmd,SUB -78 83 -69",malicious,cmd_parse_error
"echo,done",benign,echo
"run_cmd,echo status | cat /etc/passwd",malicious,cmdi
"start_temp_report,-3",malicious,temp_error
"run_cmd,SUB -91 -95 92",malicious,cmd_parse_error
"run_cmd,echo hello world",benign,echo
"run_cmd,ADD -76 41 -48",malicious,cmd_parse_error
"echo,done",benign,echo
"runcmd,ADD 23 50",malicious,cmd_parse_error
"run_cmd,echo ok && echo hacked",malicious,cmdi
"run_cmd,ADD 32 529",benign,math
"run_cmd,echo user `whoami`",malicious,cmdi
"run_cmd,ADD -603 -358",benign,math
"start_temp_report,5",benign,temp
"run_cmd,SUB -25 80 -21",malicious,cmd_parse_error
"start_temp_report,10",benign,temp
"rn_cmd,ADD -23 -16",malicious,cmd_parse_error
"start_temp_report,1.5",malicious,temp_error
"run_cmd,echo status | cat /etc/passwd",malicious,cmdi
"run_cmd,echo abc123",benign,echo
"run_cmd,ADD -44 X",malicious,cmd_parse_error
"run_cmd,ADD -5 84 -84",malicious,cmd_parse_error
"run_cmd,SUB 405 94",benign,math
"echo,device ready",benign,echo
"run_cmd,echo device ready",benign,echo
"start_temp_report,5",benign,temp
"run_cmd,ADD 395 -70",benign,math
"run_cmd,ADD -777 574",benign,math
"run_cmd,SUB 82 abc",malicious,cmd_parse_error
"run_cmd,SUB -44 -83 26",malicious,cmd_parse_error
"start_temp_report,xyz",benign,temp
"start_temp_report,60",benign,temp
"start_temp_report,0",malicious,temp_error
"run_cmd,ADD -79 19 61",malicious,cmd_parse_error
"run_cmd,echo temperature normal",benign,echo
"start_temp_report,10",benign,temp
"echo,temperature normal",benign,echo
"run_cmd,ADD 16 -51 -80",malicious,cmd_parse_error
"run_cmd,SUB 236 -712",benign,math
"run_cmd,echo done",benign,echo
"echo,hello world",benign,echo
"run_cmd,SUB -17 1.5",malicious,cmd_parse_error
"run_cmd,echo device ready",benign,echo
"run_cmd,SUB 908 -87",benign,math
"run_cmd,SUB 18 X",malicious,cmd_parse_error
"run_cmd,SUB 7 NaN",malicious,cmd_parse_error
"run_cmd,echo hello world",benign,echo
"run_cmd,echo hello world",benign,echo
"run_cmd,ADD 392 401",benign,math
"run_cmd,SUB -834 -811",benign,math
"run_cmd,SUB 86 abc",malicious,cmd_parse_error
"start_temp_report,abc",benign,temp
"run_cmd,ADD -845 -789",benign,math
"run_cmd,SUB -54 -5 30",malicious,cmd_parse_error
"echo,done",benign,echo
"run_cmd,ADD 473 -19",benign,math
"runcmd,ADD 20 36",malicious,cmd_parse_error
"run_cmd,ADDd -68 43",malicious,cmd_parse_error
